Only one GPU available, models are split between GPU 0
loading pretrained CLIP visual encoder
0  warmup steps
770  total steps
1229.5  train batches
C:\Users\George\anaconda3\envs\CondaforDeepLearning\Lib\site-packages\transformers\models\llama\modeling_llama.py:602: UserWarning: 1Torch was not compiled with flash attention. (Triggered internally at ..\aten\src\ATen\native\transformers\cuda\sdp_utils.cpp:455.)
  attn_output = torch.nn.functional.scaled_dot_product_attention(
tensor(52.5234, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.2459, device='cuda:0', grad_fn=<DivBackward0>)
tensor(67.3822, device='cuda:0', grad_fn=<DivBackward0>)
tensor(138.6913, device='cuda:0', grad_fn=<DivBackward0>)
tensor(27.9289, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.2978, device='cuda:0', grad_fn=<DivBackward0>)
tensor(64.1770, device='cuda:0', grad_fn=<DivBackward0>)
tensor(67.3261, device='cuda:0', grad_fn=<DivBackward0>)
tensor(149.7940, device='cuda:0', grad_fn=<DivBackward0>)
tensor(25.3792, device='cuda:0', grad_fn=<DivBackward0>)
tensor(54.8020, device='cuda:0', grad_fn=<DivBackward0>)
tensor(306.8121, device='cuda:0', grad_fn=<DivBackward0>)
tensor(74.2823, device='cuda:0', grad_fn=<DivBackward0>)
tensor(300.5397, device='cuda:0', grad_fn=<DivBackward0>)
tensor(38.9072, device='cuda:0', grad_fn=<DivBackward0>)
tensor(66.6345, device='cuda:0', grad_fn=<DivBackward0>)
tensor(297.3303, device='cuda:0', grad_fn=<DivBackward0>)
tensor(59.9099, device='cuda:0', grad_fn=<DivBackward0>)
tensor(86.4187, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.4321, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.4634, device='cuda:0', grad_fn=<DivBackward0>)
tensor(53.3656, device='cuda:0', grad_fn=<DivBackward0>)
tensor(261.4698, device='cuda:0', grad_fn=<DivBackward0>)
tensor(267.6560, device='cuda:0', grad_fn=<DivBackward0>)
tensor(300.9582, device='cuda:0', grad_fn=<DivBackward0>)
tensor(26.3404, device='cuda:0', grad_fn=<DivBackward0>)
tensor(36.6072, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.2714, device='cuda:0', grad_fn=<DivBackward0>)
tensor(54.9031, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.0030, device='cuda:0', grad_fn=<DivBackward0>)
tensor(112.9299, device='cuda:0', grad_fn=<DivBackward0>)
tensor(42.3287, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.0890, device='cuda:0', grad_fn=<DivBackward0>)
tensor(51.6984, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.7864, device='cuda:0', grad_fn=<DivBackward0>)
tensor(56.8288, device='cuda:0', grad_fn=<DivBackward0>)
tensor(58.6966, device='cuda:0', grad_fn=<DivBackward0>)
tensor(67.9729, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.0251, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.7850, device='cuda:0', grad_fn=<DivBackward0>)
tensor(234.8787, device='cuda:0', grad_fn=<DivBackward0>)
tensor(85.7795, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.4426, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.7461, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.3388, device='cuda:0', grad_fn=<DivBackward0>)
tensor(25.4311, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.5264, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.7038, device='cuda:0', grad_fn=<DivBackward0>)
All parameters are the same.
tensor(64.9276, device='cuda:0', grad_fn=<DivBackward0>)
tensor(69.7213, device='cuda:0', grad_fn=<DivBackward0>)
tensor(28.9810, device='cuda:0', grad_fn=<DivBackward0>)
tensor(60.2478, device='cuda:0', grad_fn=<DivBackward0>)
tensor(59.2468, device='cuda:0', grad_fn=<DivBackward0>)
tensor(289.8661, device='cuda:0', grad_fn=<DivBackward0>)
tensor(257.3389, device='cuda:0', grad_fn=<DivBackward0>)
tensor(27.1718, device='cuda:0', grad_fn=<DivBackward0>)
tensor(42.1545, device='cuda:0', grad_fn=<DivBackward0>)
tensor(25.7833, device='cuda:0', grad_fn=<DivBackward0>)
tensor(39.3171, device='cuda:0', grad_fn=<DivBackward0>)
tensor(65.6116, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.5435, device='cuda:0', grad_fn=<DivBackward0>)
tensor(68.0111, device='cuda:0', grad_fn=<DivBackward0>)
tensor(42.9113, device='cuda:0', grad_fn=<DivBackward0>)
tensor(111.7253, device='cuda:0', grad_fn=<DivBackward0>)
tensor(101.6864, device='cuda:0', grad_fn=<DivBackward0>)
tensor(37.7741, device='cuda:0', grad_fn=<DivBackward0>)
tensor(56.2191, device='cuda:0', grad_fn=<DivBackward0>)
tensor(207.1110, device='cuda:0', grad_fn=<DivBackward0>)
tensor(257.2551, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.6046, device='cuda:0', grad_fn=<DivBackward0>)
tensor(56.4222, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.5856, device='cuda:0', grad_fn=<DivBackward0>)
tensor(72.2490, device='cuda:0', grad_fn=<DivBackward0>)
tensor(122.1784, device='cuda:0', grad_fn=<DivBackward0>)
tensor(53.9779, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.7109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.1577, device='cuda:0', grad_fn=<DivBackward0>)
tensor(54.0542, device='cuda:0', grad_fn=<DivBackward0>)
tensor(66.8613, device='cuda:0', grad_fn=<DivBackward0>)
tensor(85.3014, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.0311, device='cuda:0', grad_fn=<DivBackward0>)
tensor(55.6701, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.2818, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.0057, device='cuda:0', grad_fn=<DivBackward0>)
tensor(61.1036, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.8014, device='cuda:0', grad_fn=<DivBackward0>)
tensor(43.1111, device='cuda:0', grad_fn=<DivBackward0>)
tensor(24.4591, device='cuda:0', grad_fn=<DivBackward0>)
tensor(45.8175, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.0087, device='cuda:0', grad_fn=<DivBackward0>)
tensor(23.8562, device='cuda:0', grad_fn=<DivBackward0>)
tensor(27.6930, device='cuda:0', grad_fn=<DivBackward0>)
tensor(24.8201, device='cuda:0', grad_fn=<DivBackward0>)
tensor(186.3365, device='cuda:0', grad_fn=<DivBackward0>)
tensor(37.5169, device='cuda:0', grad_fn=<DivBackward0>)
tensor(37.7598, device='cuda:0', grad_fn=<DivBackward0>)
tensor(57.2852, device='cuda:0', grad_fn=<DivBackward0>)
tensor(62.7109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(51.7634, device='cuda:0', grad_fn=<DivBackward0>)
tensor(40.4606, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.9158, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.7627, device='cuda:0', grad_fn=<DivBackward0>)
tensor(54.8569, device='cuda:0', grad_fn=<DivBackward0>)
tensor(166.4109, device='cuda:0', grad_fn=<DivBackward0>)
tensor(41.7886, device='cuda:0', grad_fn=<DivBackward0>)
tensor(52.6182, device='cuda:0', grad_fn=<DivBackward0>)
tensor(242.5563, device='cuda:0', grad_fn=<DivBackward0>)
tensor(69.1526, device='cuda:0', grad_fn=<DivBackward0>)
tensor(38.8302, device='cuda:0', grad_fn=<DivBackward0>)
tensor(38.5055, device='cuda:0', grad_fn=<DivBackward0>)
tensor(38.2121, device='cuda:0', grad_fn=<DivBackward0>)
tensor(37.2113, device='cuda:0', grad_fn=<DivBackward0>)
tensor(54.2148, device='cuda:0', grad_fn=<DivBackward0>)
